State,Bill Number,Summary,NCDP Categories,Subcategory,Hazard Type
California,S 129,Relates to the Budget Act of 2021.,Funding,Federally-related Spending,Disaster Mitigation-Wildfire
California,S 154,"Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",Funding,Federally-related Spending,Disaster Mitigation-Wildfire
California,S 170,Amends the Budget Act of 2021.,Funding,Federally-related Spending,"Disaster Mitigation, Wildlife-Pollinators"
California,S 369,"Establishes the Yolo Bypass Cache Slough Partnership Multibenefit Program to support the development and implementation of projects within the Yolo Bypass and Cache Slough region. Defines Yolo Bypass Cache Slough Partnership to mean the multiagency partnership established pursuant to a memorandum of understanding signed in May 2016 by a total of 15 participating federal, state, and local agencies.",Funding,Federally-related Spending,Disaster Mitigation-Flooding
Colorado,H 1379,"Concerns transfers from the economic recovery and relief cash fund to provide additional funding for the management of certain natural resources, makes an appropriation.",Funding,Federally-related Spending,"Disaster Mitigation, Disaster Mitigation-Wildfire"
Colorado,S 206,"Concerns resources for disaster preparedness and recovery, creates the Disaster Resilience Rebuilding Program, the Sustainable Rebuilding Program, and the Office of Climate Preparedness, appropriates funds.",Funding,Federally-related Spending,Disaster Mitigation
Hawaii,H 1586,"Clarifies that federal funds received by the state for reimbursement of disaster related expenses, except for federal funds received by the state to reimburse the Department of Education for disaster related expenses, shall first be applied to the originating fund used by the department or agency for payment of disaster relief expenses, provides that if the original appropriation has lapsed, the funds shall be returned to the general fund.",Funding,Federally-related Spending,Disaster Mitigation
Hawaii,H 1588,"Establishes in the state treasury the Resilient Hawaii Revolving Loan Fund to provide low or no interest loans to the counties and nonprofit organizations for local resilience projects that address mitigation of all hazards, including natural disasters, provides that moneys in the fund may be used for administrative support associated with the revolving loan fund, including the hiring of necessary staff, appropriates funds.",Funding,Federally-related Spending,Disaster Mitigation
Iowa,H 2515,Relates to authorized uses of interest earned on funds in the flood recovery fund and includes effective date provisions.,Funding,Federally-related Spending,Disaster Mitigation-Flooding
Louisiana,H 1052,"Establishes the Hazard Mitigation Revolving Loan Fund to provide assistance for projects that will reduce disaster risks for homeowners, businesses, nonprofit organizations, and communities in order to decrease the loss of life and property, the cost of insurance, and Federal disaster payments, or as otherwise required by federal law or grant agreements.",Funding,Federally-related Spending,Disaster Mitigation
Massachusetts,H 4269,"Relates to immediate COVID 19 recovery needs, provides for the expenditure of certain federal funds, makes certain changes in law, each of which is immediately necessary to carry out those appropriations or to accomplish other important public purposes, declares emergency.",Funding,Federally-related Spending,Disaster Mitigation
Maryland,H 1312,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances, relates to the Resilient Maryland Revolving Loan Fund.",Funding,Federally-related Spending,Disaster Mitigation
Maryland,H 653,"Provides that the Department of Agriculture, the Department of Natural Resources, and the Maryland Environmental Trust must allow participants in certain programs to participate in and receive compensation from certain markets, credits, or programs under certain circumstances, authorizes the Department of Agriculture and the Department of Natural Resources to enter into certain partnerships for certain purposes.",Funding,Federally-related Spending,Disaster Mitigation
Maryland,S 814,"Alters the Resilient Maryland Revolving Loan Fund to provide for loans to be made to private property owners, authorizes the Fund to include money from the Federal Emergency Management Agency, requires a portion of the Fund to be reserved used for a certain purpose under certain circumstances, authorizes loan forgiveness under certain circumstances.",Funding,Federally-related Spending,Disaster Mitigation
Mississippi,S 3018,"Makes an appropriation to defray the expenses of the State Emergency Management Agency, and for the purpose of establishing a Disaster Relief Reserve Fund and defraying the costs related to certain disaster assistance programs for fiscal year 2023.",Funding,Federally-related Spending,Disaster Mitigation
North Carolina,S 105,"Makes base budget appropriations for current operations of state agencies, departments, and institutions.",Funding,Federally-related Spending,"Disaster Mitigation, Disaster Mitigation-Flooding, Wildlife-Pollinators"
